,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
194,male,0,yes,no,72,yes,no,dsl,yes,yes,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),79.35,5753.25,0
195,male,0,no,no,18,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),75.6,1395.05,0
196,male,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,284.35,0
197,male,1,no,no,8,no,no_phone_service,dsl,no,no,yes,no,no,no,month_to_month,yes,electronic_check,29.4,221.9,1
198,male,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.5,77.6,0
199,female,0,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),65.5,4919.7,0
200,male,0,yes,yes,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,electronic_check,20.15,341.35,0
201,female,0,no,yes,1,yes,no,dsl,no,no,yes,no,no,yes,month_to_month,no,electronic_check,59.2,59.2,1
202,female,0,no,no,30,yes,no,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),94.4,2638.1,0
203,male,0,no,no,10,yes,no,dsl,yes,no,no,yes,yes,no,month_to_month,no,bank_transfer_(automatic),62.25,612.95,0
204,male,0,no,yes,66,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.95,1269.1,0
205,male,0,yes,no,22,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,credit_card_(automatic),94.7,1914.9,1
206,female,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.0,19.0,0
207,male,0,no,no,52,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),63.9,3334.95,0
208,female,0,yes,yes,64,yes,no,dsl,yes,no,no,yes,yes,no,one_year,no,mailed_check,65.8,4068.0,0
209,female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),113.65,8124.2,0
210,male,1,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two_year,no,credit_card_(automatic),77.35,5396.25,0
211,female,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.75,1836.9,0
212,male,0,yes,yes,70,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month_to_month,yes,credit_card_(automatic),97.55,6669.05,0
213,female,0,yes,no,26,no,no_phone_service,dsl,yes,no,yes,no,no,no,one_year,no,credit_card_(automatic),35.4,978.6,0
214,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,91.7,6424.7,0
215,female,0,yes,yes,66,yes,yes,dsl,yes,yes,yes,no,no,no,month_to_month,yes,bank_transfer_(automatic),67.45,4508.65,0
216,female,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.95,212.4,0
217,female,0,no,no,10,yes,no,dsl,no,no,no,yes,no,yes,month_to_month,yes,mailed_check,60.95,629.55,0
218,male,0,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),19.75,208.25,0
219,female,0,yes,yes,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,mailed_check,81.0,3533.6,0
220,male,0,yes,yes,6,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.8,377.85,0
221,female,1,no,no,11,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,bank_transfer_(automatic),95.15,997.65,1
222,female,0,no,no,1,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,74.7,74.7,1
223,male,0,no,no,26,yes,no,dsl,no,no,no,yes,no,no,month_to_month,no,bank_transfer_(automatic),49.15,1237.3,0
224,male,0,no,yes,36,yes,no,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,94.7,3512.5,0
225,female,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.0,211.95,0
226,male,0,yes,yes,36,yes,no,dsl,yes,no,yes,no,no,yes,one_year,yes,credit_card_(automatic),63.7,2188.5,0
227,female,0,no,no,7,yes,no,dsl,no,no,no,yes,yes,no,month_to_month,yes,mailed_check,59.5,415.95,1
228,female,0,no,no,6,no,no_phone_service,dsl,no,no,no,no,yes,yes,month_to_month,no,credit_card_(automatic),45.0,298.7,0
229,female,0,no,no,61,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),86.45,5175.3,0
230,female,0,yes,no,30,yes,no,dsl,no,yes,yes,yes,no,yes,one_year,no,bank_transfer_(automatic),70.25,2198.9,0
231,male,0,no,no,54,yes,no,dsl,yes,yes,no,yes,yes,no,month_to_month,yes,mailed_check,69.9,3883.3,0
232,male,0,no,no,5,yes,no,dsl,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,70.05,346.4,1
233,male,0,yes,no,66,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,credit_card_(automatic),106.05,6981.35,1
234,female,0,no,yes,14,yes,no,dsl,no,no,yes,no,yes,no,month_to_month,yes,credit_card_(automatic),59.8,824.85,0
235,male,0,no,no,3,yes,yes,dsl,no,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),50.4,137.25,0
236,male,0,no,no,17,yes,yes,fiber_optic,no,no,yes,yes,no,yes,month_to_month,yes,bank_transfer_(automatic),95.65,1640.0,0
237,male,0,no,no,4,yes,no,dsl,no,no,yes,yes,yes,yes,month_to_month,yes,electronic_check,74.4,299.7,1
238,female,0,yes,no,38,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),20.25,814.75,0
239,male,0,yes,no,5,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,94.45,498.1,1
240,female,0,yes,no,26,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,no,bank_transfer_(automatic),79.3,2015.8,0
241,female,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,credit_card_(automatic),20.15,20.15,1
242,male,0,no,no,56,yes,no,dsl,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),81.8,4534.45,0
243,male,0,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,month_to_month,yes,credit_card_(automatic),55.5,934.15,0
244,male,0,no,no,4,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),72.2,305.55,1
245,female,0,no,no,3,yes,no,fiber_optic,yes,yes,no,no,no,no,month_to_month,yes,electronic_check,79.1,246.5,1
246,male,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.95,74.95,1
247,male,0,no,no,52,yes,no,dsl,yes,no,yes,no,no,no,one_year,no,electronic_check,53.75,2790.65,0
248,female,0,yes,yes,28,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,81.05,2227.1,1
249,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.9,20.9,1
250,female,0,yes,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.65,20.65,0
251,female,0,no,no,1,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,mailed_check,79.15,79.15,0
252,male,0,no,no,9,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,80.8,713.1,1
253,female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.05,39.25,0
254,female,0,yes,no,40,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,no,bank_transfer_(automatic),105.75,4228.55,0
255,male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,two_year,yes,electronic_check,99.15,7422.1,0
256,male,1,no,no,13,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,90.5,1201.15,1
257,female,0,no,no,10,yes,no,dsl,no,yes,no,yes,no,yes,one_year,no,mailed_check,64.9,685.55,0
258,male,0,yes,no,56,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,electronic_check,107.25,6033.3,0
259,male,0,yes,no,17,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,one_year,no,electronic_check,54.6,934.8,0
260,male,0,no,yes,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),20.15,432.5,0
261,female,1,no,no,10,no,no_phone_service,dsl,no,no,no,no,no,yes,month_to_month,yes,electronic_check,34.7,329.8,1
262,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,43.8,43.8,0
263,female,0,no,no,13,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,80.5,1011.8,0
264,male,0,yes,yes,63,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),24.65,1574.5,0
265,male,0,no,no,1,no,no_phone_service,dsl,no,no,no,yes,no,no,month_to_month,no,mailed_check,29.15,29.15,0
266,male,0,yes,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.5,759.35,0
267,female,0,no,no,39,no,no_phone_service,dsl,yes,yes,no,yes,no,no,one_year,no,bank_transfer_(automatic),41.15,1700.9,0
268,male,0,yes,no,62,no,no_phone_service,dsl,yes,yes,no,yes,no,no,two_year,yes,credit_card_(automatic),38.6,2345.55,0
269,female,0,no,no,6,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,mailed_check,99.95,547.65,1
270,male,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_(automatic),19.95,19.95,1
271,female,1,no,no,62,yes,yes,fiber_optic,no,no,no,no,yes,no,one_year,no,electronic_check,84.45,4959.15,0
272,female,0,yes,no,54,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,no,electronic_check,110.35,5893.15,1
273,male,0,yes,no,30,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.05,637.55,0
274,female,0,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.5,159.35,0
275,male,0,no,no,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,yes,bank_transfer_(automatic),71.9,4479.2,0
276,female,0,yes,no,37,yes,yes,dsl,yes,no,yes,yes,no,no,one_year,no,credit_card_(automatic),68.1,2479.25,0
277,female,0,yes,no,45,yes,no,fiber_optic,no,no,no,yes,yes,yes,two_year,yes,credit_card_(automatic),95.2,4285.8,0
278,female,0,no,no,5,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,84.0,424.75,0
279,male,0,no,no,47,yes,yes,fiber_optic,yes,yes,no,no,yes,no,one_year,no,bank_transfer_(automatic),94.8,4535.85,0
280,female,0,yes,no,67,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,111.25,7511.65,0
281,male,0,yes,yes,60,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,yes,bank_transfer_(automatic),103.75,5969.95,0
282,male,1,yes,no,57,no,no_phone_service,dsl,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,44.85,2572.95,1
283,male,0,no,no,53,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.05,1301.9,0
284,female,0,no,no,58,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),24.35,1423.85,0
285,male,0,no,no,4,yes,no,fiber_optic,no,no,yes,no,no,yes,month_to_month,no,electronic_check,86.05,308.1,0
286,female,0,yes,no,33,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),53.75,1857.3,0
287,male,0,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.75,311.6,0
288,male,0,no,no,32,yes,no,dsl,no,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),64.85,2010.95,0
289,female,0,no,no,40,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,no,credit_card_(automatic),74.8,2971.7,0
290,female,0,yes,no,8,yes,yes,fiber_optic,no,no,no,yes,no,yes,month_to_month,yes,electronic_check,90.25,743.75,0
291,female,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),23.3,1623.15,0
292,female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,no,no,no,no,two_year,yes,bank_transfer_(automatic),84.05,6052.25,0
293,male,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.35,75.35,1
294,female,0,yes,yes,20,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,bank_transfer_(automatic),25.55,507.4,0
295,male,0,yes,yes,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.8,677.05,0
296,female,0,yes,no,62,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,no,mailed_check,81.0,4985.9,0
297,male,0,no,no,8,yes,no,dsl,no,no,no,no,no,yes,month_to_month,yes,credit_card_(automatic),54.75,438.05,0
298,male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.75,19.75,1
299,female,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,109.25,8109.8,1
300,male,0,yes,no,44,yes,no,fiber_optic,no,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),90.65,3974.15,0
301,female,0,yes,yes,57,yes,yes,dsl,yes,yes,no,yes,no,no,month_to_month,no,bank_transfer_(automatic),65.2,3687.85,0
302,male,0,no,no,28,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,no,electronic_check,100.2,2688.45,0
303,female,0,no,no,62,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),84.5,5193.2,0
304,male,0,no,no,19,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),25.15,468.35,0
305,female,0,no,no,11,no,no_phone_service,dsl,no,no,no,no,yes,no,month_to_month,yes,mailed_check,35.8,363.15,0
306,male,0,no,no,14,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),24.8,321.7,0
307,male,0,no,no,21,yes,no,dsl,no,no,yes,no,no,yes,month_to_month,no,mailed_check,61.65,1393.6,0
308,female,0,yes,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.6,314.45,0
309,male,0,yes,yes,68,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),19.95,1303.25,0
310,male,0,yes,yes,42,yes,no,dsl,yes,yes,no,no,no,no,month_to_month,no,mailed_check,54.5,2301.15,0
311,female,0,yes,yes,39,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,credit_card_(automatic),51.05,2066.0,0
312,female,0,no,no,61,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,yes,electronic_check,106.6,6428.4,1
313,female,0,no,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,88.15,6148.45,0
314,male,0,no,no,30,yes,no,fiber_optic,yes,yes,yes,no,no,no,month_to_month,yes,credit_card_(automatic),84.3,2438.6,0
315,male,0,no,no,58,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),25.3,1474.35,0
316,female,1,no,no,66,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,credit_card_(automatic),80.45,5224.35,1
317,female,0,yes,no,3,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,46.1,130.15,0
318,male,0,no,no,20,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,no,electronic_check,78.8,1641.3,0
319,male,0,yes,no,22,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,yes,electronic_check,54.2,1152.7,1
320,male,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,no,yes,two_year,yes,credit_card_(automatic),55.45,4179.2,0
321,male,0,yes,yes,45,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.45,1088.25,0
322,male,0,no,no,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.05,845.25,0
323,male,0,yes,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),74.6,74.6,1
324,female,0,no,no,57,yes,no,fiber_optic,no,no,yes,no,yes,yes,two_year,yes,electronic_check,95.25,5464.65,1
325,female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,no,no,no,yes,two_year,yes,credit_card_(automatic),94.45,6921.7,0
326,female,1,yes,no,56,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,one_year,no,electronic_check,95.65,5471.75,0
327,male,0,no,no,12,no,no_phone_service,dsl,no,yes,no,yes,no,no,month_to_month,no,mailed_check,34.0,442.45,0
328,male,1,no,no,67,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,credit_card_(automatic),101.4,6841.05,0
329,female,0,no,no,9,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,71.0,672.55,1
330,male,0,no,yes,35,yes,no,dsl,no,no,no,yes,yes,yes,one_year,yes,mailed_check,72.1,2495.15,0
331,male,0,yes,yes,22,yes,yes,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,electronic_check,88.75,1885.15,0
332,female,0,no,no,39,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.15,826.0,0
333,male,1,yes,no,43,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,103.0,4414.3,1
334,male,0,no,no,38,yes,yes,fiber_optic,no,no,yes,yes,yes,no,one_year,no,bank_transfer_(automatic),95.0,3605.6,0
335,female,0,no,no,18,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,credit_card_(automatic),90.0,1527.35,1
336,female,0,no,no,2,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,79.75,164.5,1
337,male,0,no,no,4,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.2,237.95,1
338,female,0,no,no,25,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,99.5,2369.05,1
339,male,0,yes,no,72,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),111.9,8071.05,0
340,female,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),91.35,6697.2,0
341,male,0,yes,yes,37,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,yes,electronic_check,92.95,3415.25,0
342,male,0,yes,yes,21,yes,yes,dsl,yes,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),75.9,1549.75,0
